replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Num Q Updates,trainer/Num Policy Updates,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/MMD Loss Mean,trainer/MMD Loss Std,trainer/MMD Loss Max,trainer/MMD Loss Min,trainer/Action Divergence Mean,trainer/Action Divergence Std,trainer/Action Divergence Max,trainer/Action Divergence Min,trainer/Raw Action Divergence Mean,trainer/Raw Action Divergence Std,trainer/Raw Action Divergence Max,trainer/Raw Action Divergence Min,trainer/Alpha,exploration/num steps total,exploration/num paths total,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/evaluation sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
1998000,64.428314,64.518745,0,0,0.3467889,-0.000102207705,0.008798944,0.01832722,-0.016153902,-0.0060877013,0.004447085,0.006130984,-0.018362593,7.3905683,3.131002,12.804967,-1.0265936,0.3967889,0.11222145,0.75994986,0.18729624,3.5670946,1.7836555,12.950321,0.090043776,8.014659,4.7742124,32.5424,0.09771548,1.0010005235671997,0,0,10000,10,1000.0,0.0,1000,1000,-0.4352681555520538,0.7165768068197148,2.773079515852186,-3.5817594918184,-435.2681555520534,117.3388436892234,-262.7118304859623,-579.7950742455132,-0.03210958,0.72263116,0.9997306,-0.9997174,10,-435.2681555520534,14.30667003497365,0.012522667006123811,0.02918834998854436,128.31686756800627,142.6652486199746,164.7215657979832,0
1998000,11.225235,11.162893,0,0,525.913,161.17268,63.354416,253.08846,-3.5203748,161.09004,63.31711,252.74626,-3.6235569,161.13663,63.159893,252.86569,-3.9377384,0.13486563,0.069035396,0.5441577,0.03262433,0.17952459,0.31063837,2.8263488,0.00017423612,0.49025464,0.64272636,8.271104,0.019690208,6210.85986328125,0,0,20000,20,1000.0,0.0,1000,1000,3.282417585070496,2.4706909067897342,8.14529309633242,-1.3199585215307281,3282.417585070497,1538.3415282251856,4925.887640272437,1117.071641328032,-0.26000938,0.63117653,0.9986575,-0.9999545,10,3282.417585070497,14.280778805987211,0.014132153999526054,0.07533419801620767,131.97154379700078,146.34178895500372,311.0671228079882,1
1998000,21.862558,21.270592,0,0,1870.3372,284.93652,115.84277,470.46722,-1.4261186,285.03964,116.11309,469.9169,-4.288706,285.2237,116.22825,470.86716,-0.78374,0.13491318,0.07019697,0.510346,0.028181884,0.15211073,0.2962282,2.876828,0.0020577637,0.479546,0.66405904,5.7840767,0.0125821335,22026.466796875,0,0,30000,30,1000.0,0.0,1000,1000,4.986827819181845,1.1673820279024365,8.544530641605053,-1.3259365480522434,4986.8278191818445,94.07224716931646,5199.564505198001,4863.440002533656,-0.36073232,0.6792189,0.9987771,-0.9999992,10,4986.8278191818445,14.574175046000164,0.01955426699714735,0.07524763798573986,141.1851164130203,155.85409336400335,466.92532034101896,2
1998000,63.179607,63.711067,0,0,1702.6521,392.86584,161.93102,632.0611,-23.131968,393.46918,162.00856,632.7073,-19.613823,393.2315,162.2331,638.132,-19.443027,0.12730028,0.074778445,0.5248634,0.041326005,0.12992942,0.2649606,2.5927155,0.0004279666,0.45150295,0.6792122,6.1605597,0.022988971,22026.466796875,0,0,40000,40,1000.0,0.0,1000,1000,4.67669566398071,1.8540924641156664,9.064398912715887,-2.5309878340831657,4676.695663980712,386.073163012615,5306.7039754174875,4044.1223144783585,-0.34575185,0.6923858,0.9997592,-1.0,10,4676.695663980712,18.727889142988715,0.020356185006676242,0.0737843319948297,157.94180369199603,176.76383335198625,643.6940303640731,3
1998000,63.17105,62.406563,0,0,1604.2163,468.8769,194.22766,758.4383,-32.64747,469.15158,194.37148,758.2593,-31.087902,468.7179,194.78596,757.49493,-30.7061,0.12283131,0.07848098,0.64604974,0.023385024,0.13315108,0.30204162,3.3144546,0.00029297633,0.44117248,0.85139686,10.5646515,0.00808498,22026.466796875,0,0,50000,50,1000.0,0.0,1000,1000,4.669300099965127,2.0124319252637703,11.048295990216399,-2.5272579991707063,4669.3000999651285,1022.1120477762854,5693.228083834939,2388.6811870340516,-0.3596721,0.6889247,1.0,-1.0,10,4669.3000999651285,17.108208997000474,0.016702730994438753,0.06975553097436205,160.30893871298758,177.50360597195686,821.2040297790372,4
1998000,58.36818,58.43131,0,0,1578.0176,545.5659,223.39137,888.4545,-105.05514,545.17505,223.57126,889.83575,-104.97395,545.8998,224.7193,890.30524,-105.25362,0.12164189,0.081279576,0.72662765,0.034216966,0.14576223,0.37426478,3.7734318,0.0002996885,0.44519857,0.98509526,12.661924,0.013679062,22026.466796875,0,0,60000,60,1000.0,0.0,1000,1000,5.037261986989797,1.299976858627385,8.490283628768509,-2.2261238228666684,5037.261986989797,308.5063888460829,5473.180890040381,4444.116168690133,-0.38021228,0.69002736,0.9987708,-0.99999976,10,5037.261986989797,17.16959732401301,0.01942700400832109,0.07472886101459153,160.9624572970206,178.22621048605652,999.4369559140177,5
1998000,96.92312,89.69023,0,0,1285.279,597.73035,254.88252,1001.87366,-117.96755,598.41125,255.07755,1003.46027,-118.963905,596.7565,255.25287,996.4874,-116.049675,0.10835157,0.07171855,0.51824063,0.030076675,0.10600972,0.3034097,3.4414124,6.6782566e-05,0.34735543,0.67799574,6.0146055,0.015047386,22026.466796875,0,0,70000,70,1000.0,0.0,1000,1000,4.007027318464662,2.324137381807328,9.059147594138494,-1.6983322934625904,4007.027318464662,1862.2861158037342,5354.81667494903,406.7473299513303,-0.3040753,0.6414544,0.99845326,-0.9999997,10,4007.027318464662,17.5400172759837,0.018000073003349826,0.08905730297556147,149.75982871401357,167.40690336597618,1166.8506607850431,6
1998000,147.88422,128.00145,0,0,1374.7982,648.0888,284.49097,1102.6124,-129.06421,649.3553,284.76776,1099.7557,-127.14407,649.62085,285.3444,1099.8596,-129.8013,0.11241574,0.089210115,0.6945853,0.018126972,0.12684529,0.31346253,3.2392797,0.0006585239,0.43288228,1.1635598,11.83876,0.008111363,22026.466796875,0,0,80000,80,1000.0,0.0,1000,1000,4.8970920920949625,1.5482846050890697,9.148931649272868,-0.8825960691023831,4897.092092094962,797.0308592720058,5391.644065029066,2560.5199040116927,-0.3594465,0.6879655,0.9976587,-0.9999749,10,4897.092092094962,16.487854266015347,0.01794394399621524,0.090602456999477,148.48425266699633,165.08065333400737,1331.9354044760112,7
1998000,126.415375,117.02635,0,0,701.0952,671.46704,295.38452,1120.2913,-145.37347,672.5996,295.9336,1120.4222,-141.75877,673.07117,296.7092,1121.4628,-141.58824,0.112277016,0.07930073,0.9166315,0.01691945,0.12718181,0.42332596,5.896119,0.0007705678,0.4031912,1.4099998,22.113403,0.0052391463,22026.466796875,0,0,90000,90,1000.0,0.0,1000,1000,4.882827184516624,1.5800694301908755,10.974472326216846,-0.7436968156261037,4882.827184516624,578.3807142341986,5455.520771968312,3212.676093076981,-0.35275847,0.67829055,0.99800825,-0.9999957,10,4882.827184516624,16.639927868993254,0.01828991700313054,0.09034793698810972,168.64155492800637,185.39012065099087,1517.3300034660206,8
1998000,172.25037,181.78325,0,0,517.4984,690.82947,301.7892,1154.2125,-60.25712,690.2717,301.28613,1151.9696,-57.998306,688.2248,300.65564,1149.0426,-62.495903,0.10476565,0.06368688,0.43351957,0.024063371,0.087718695,0.1737977,1.3720458,0.00024421627,0.30608535,0.47084752,4.0374537,0.007982004,22026.466796875,0,0,100000,100,1000.0,0.0,1000,1000,4.937953661958318,1.3878461161323923,7.6928813497308965,-0.8634847548945426,4937.953661958318,612.5792901854805,5287.395819433763,3121.1676024419753,-0.36536258,0.6818071,0.9944289,-0.99994785,10,4937.953661958318,16.486009671993088,0.013716449000639841,0.08908865199191496,153.37238105002325,169.9611958230089,1687.2952569010376,9
